,CASENUM,VEH_NO,MDRDSTRDNAME
23359,201901497034,1,Not Reported
23360,201901497034,2,Not Reported
23361,201901497040,1,Not Reported
23362,201901497040,2,Not Reported
23363,201901497046,1,Not Reported
23364,201901497046,2,Not Reported
23365,201901497054,1,"Inattention (Inattentive), Details Unknown"
23366,201901497054,2,Not Reported
23367,201901497063,1,Not Reported
23368,201901497063,2,Not Reported
23369,201901497084,1,Not Reported
23370,201901497084,2,Not Reported
23371,201901497090,1,Not Reported
23372,201901497090,2,Not Reported
23373,201901497100,1,Not Reported
23374,201901497126,1,Not Reported
23375,201901497126,2,Not Reported
23376,201901497139,1,Not Reported
23377,201901497142,1,Not Reported
23378,201901497142,2,Not Reported
23379,201901497152,1,Not Reported
23380,201901497152,2,Not Reported
23381,201901497188,1,By Other Occupant(s)
23382,201901497188,2,Not Reported
23383,201901497201,1,Not Distracted
23384,201901497201,2,Not Reported
23385,201901497201,3,Not Reported
23386,201901497201,4,Not Reported
23387,201901497211,1,Not Reported
23388,201901497223,1,Not Reported
23389,201901497223,2,Not Reported
23390,201901497224,1,Not Reported
23391,201901497224,2,Not Reported
23392,201901497226,1,Not Distracted
23393,201901497226,2,Not Distracted
23394,201901497226,3,Not Distracted
23395,201901497247,1,Not Reported
23396,201901497247,2,Not Reported
23397,201901497260,1,Not Reported
23398,201901497260,2,Not Reported
23399,201901497272,1,Not Reported
23400,201901497272,2,Not Reported
23401,201901497290,1,Not Reported
23402,201901497290,2,Not Reported
23403,201901497298,1,Reported as Unknown if Distracted
23404,201901497298,2,Reported as Unknown if Distracted
23405,201901497312,1,Not Reported
23406,201901497312,2,Not Reported
23407,201901497319,1,Not Reported
23408,201901497326,1,Not Distracted
23409,201901497326,2,Not Distracted
23410,201901497347,1,Not Reported
23411,201901497347,2,Not Reported
23412,201901497351,1,Distraction/Inattention
23413,201901497351,2,Reported as Unknown if Distracted
23414,201901497370,1,Not Reported
23415,201901497370,2,Not Reported
23416,201901497374,1,Not Reported
23417,201901497374,2,Not Reported
23418,201901497376,1,Not Reported
23419,201901497376,2,Not Reported
23420,201901497376,3,Not Reported
23421,201901497377,1,Not Reported
23422,201901497384,1,Not Distracted
23423,201901497384,2,Not Distracted
23424,201901497387,1,Not Reported
23425,201901497387,2,Not Reported
23426,201901497387,3,Reported as Unknown if Distracted
23427,201901497389,1,Not Distracted
23428,201901497389,2,Not Distracted
23429,201901497393,1,Not Distracted
23430,201901497393,2,Not Distracted
23431,201901497397,1,"Inattention (Inattentive), Details Unknown"
23432,201901497410,1,Not Distracted
23433,201901497410,2,Not Distracted
23434,201901497614,1,Not Distracted
23435,201901497616,1,Not Reported
23436,201901497616,2,Not Reported
23437,201901497629,1,Not Distracted
23438,201901497629,2,Not Distracted
23439,201901497630,1,Not Distracted
23440,201901497630,2,Not Distracted
23441,201901497631,1,Not Distracted
23442,201901497631,2,Not Distracted
23443,201901497665,1,Not Distracted
23444,201901497665,2,Not Distracted
23445,201901497679,1,Not Distracted
23446,201901497679,2,Not Distracted
23447,201901497679,3,Not Distracted
23448,201901497689,1,"Inattention (Inattentive), Details Unknown"
23449,201901497696,1,Not Reported
23450,201901497696,2,Not Reported
23451,201901497699,1,Not Reported
23452,201901497699,2,Not Reported
23453,201901497711,1,Not Distracted
23454,201901497714,1,Not Distracted
23455,201901497714,2,Not Distracted
23456,201901497737,1,Not Distracted
23457,201901497737,2,Not Reported
23458,201901497766,1,Reported as Unknown if Distracted
23459,201901497766,2,No Driver Present/Unknown if Driver present
23460,201901497766,3,No Driver Present/Unknown if Driver present
23461,201901497769,1,Not Distracted
23462,201901497769,2,Not Distracted
23463,201901497770,1,Not Distracted
23464,201901497770,2,Not Distracted
23465,201901497773,1,Not Distracted
23466,201901497773,2,Not Distracted
23467,201901497773,3,Not Distracted
23468,201901497778,1,Not Distracted
23469,201901497779,1,Not Distracted
23470,201901497779,2,Not Distracted
23471,201901497779,3,Not Distracted
23472,201901497788,1,"Inattention (Inattentive), Details Unknown"
23473,201901497788,2,Not Reported
23474,201901497788,3,Not Reported
23475,201901497791,1,Not Reported
23476,201901497792,1,Not Distracted
23477,201901497792,2,Not Distracted
23478,201901497807,1,Not Distracted
23479,201901497807,2,Not Distracted
23480,201901497811,1,Not Distracted
23481,201901497817,1,Not Distracted
23482,201901497820,1,Not Reported
23483,201901497820,2,Not Reported
23484,201901497830,1,Not Distracted
23485,201901497830,2,Not Distracted
23486,201901497832,1,Not Distracted
23487,201901497852,1,Not Distracted
23488,201901497862,1,Not Reported
23489,201901497862,2,Not Reported
23490,201901497880,1,Not Reported
23491,201901497881,1,Not Distracted
23492,201901497881,2,Not Distracted
23493,201901497881,3,Not Distracted
23494,201901497884,1,Not Reported
23495,201901497892,1,Not Reported
23496,201901497892,2,Not Reported
23497,201901497949,1,Not Reported
23498,201901497949,2,Not Reported
23499,201901497953,1,Not Reported
23500,201901497953,2,Not Reported
23501,201901497961,1,Not Reported
23502,201901497961,2,Not Reported
23503,201901497978,1,"Inattention (Inattentive), Details Unknown"
23504,201901497981,1,"Inattention (Inattentive), Details Unknown"
23505,201901497981,2,"Inattention (Inattentive), Details Unknown"
23506,201901497982,1,"Distracted by Outside Person, Object or Event"
23507,201901497982,2,Not Distracted
23508,201901497984,1,"Inattention (Inattentive), Details Unknown"
23509,201901497984,2,Not Distracted
23510,201901497985,1,Reported as Unknown if Distracted
23511,201901497985,2,Not Distracted
23512,201901497999,1,"Inattention (Inattentive), Details Unknown"
23513,201901498013,1,Not Reported
23514,201901498013,2,Not Reported
23515,201901498064,1,Not Distracted
23516,201901498064,2,Not Distracted
23517,201901498066,1,Not Distracted
23518,201901498066,2,Not Distracted
23519,201901498069,1,Reported as Unknown if Distracted
23520,201901498072,1,"Inattention (Inattentive), Details Unknown"
23521,201901498072,2,Not Distracted
23522,201901498078,1,"Inattention (Inattentive), Details Unknown"
23523,201901498078,2,Not Distracted
23524,201901498086,1,"Inattention (Inattentive), Details Unknown"
23525,201901498086,2,Not Distracted
23526,201901498099,1,Not Distracted
23527,201901498124,1,"Inattention (Inattentive), Details Unknown"
23528,201901498124,2,Not Distracted
23529,201901498145,1,"Inattention (Inattentive), Details Unknown"
23530,201901498145,2,Not Distracted
23531,201901498149,1,Reported as Unknown if Distracted
23532,201901498149,2,Not Distracted
23533,201901498170,1,"Distracted by Outside Person, Object or Event"
23534,201901498170,2,Not Distracted
23535,201901498195,1,Not Reported
23536,201901498195,2,Not Reported
23537,201901498196,1,Not Reported
23538,201901498196,2,Not Reported
23539,201901498199,1,Not Reported
23540,201901498210,1,Distraction/Inattention
23541,201901498211,1,Not Reported
23542,201901498222,1,Not Reported
23543,201901498222,2,Not Reported
23544,201901498263,1,Not Reported
23545,201901498263,2,Not Reported
23546,201901498266,1,Not Reported
23547,201901498266,2,Distraction/Inattention
23548,201901498267,1,Distraction/Inattention
23549,201901498269,1,Not Reported
23550,201901498269,2,Distraction/Inattention
23551,201901498270,1,Distraction/Inattention
23552,201901498270,2,Not Reported
23553,201901498283,1,Not Reported
23554,201901498283,2,Not Reported
23555,201901498313,1,Not Reported
23556,201901498313,2,Not Reported
23557,201901498323,1,Not Reported
23558,201901498323,2,Not Reported
23559,201901498345,1,Not Distracted
23560,201901498347,1,Not Reported
23561,201901498348,1,Reported as Unknown if Distracted
23562,201901498357,1,Not Reported
23563,201901498362,1,"Inattention (Inattentive), Details Unknown"
23564,201901498362,2,Not Reported
23565,201901498372,1,Not Reported
23566,201901498372,2,Not Reported
23567,201901498372,3,Not Reported
23568,201901498377,1,Not Reported
23569,201901498377,2,Not Reported
23570,201901498377,3,Not Reported
23571,201901498386,1,Not Reported
23572,201901498430,1,Not Reported
23573,201901498430,2,Not Reported
23574,201901498481,1,Not Reported
23575,201901498571,1,Not Reported
23576,201901498670,1,Not Reported
23577,201901498670,2,Not Reported
23578,201901498721,1,"Inattention (Inattentive), Details Unknown"
23579,201901498721,2,Not Reported
23580,201901498757,1,Not Distracted
23581,201901498762,1,Not Distracted
23582,201901498766,1,Not Reported
23583,201901498766,2,Not Reported
23584,201901498804,1,Not Distracted
23585,201901498804,2,Not Distracted
23586,201901498805,1,Not Distracted
23587,201901498805,2,Not Distracted
23588,201901498843,1,Not Reported
23589,201901498845,1,Not Reported
23590,201901498870,1,Not Reported
23591,201901498893,1,Not Reported
23592,201901498893,2,Not Reported
23593,201901498913,1,Not Reported
23594,201901498913,2,Not Reported
23595,201901498943,1,Not Reported
23596,201901498943,2,Not Reported
23597,201901498972,1,Not Reported
23598,201901498972,2,Not Reported
23599,201901499090,1,Not Reported
23600,201901499109,1,Not Reported
23601,201901499109,2,Not Reported
23602,201901499134,1,Not Distracted
23603,201901499203,1,Not Distracted
23604,201901499203,2,Not Distracted
23605,201901499294,1,"Inattention (Inattentive), Details Unknown"
23606,201901499294,2,Not Distracted
23607,201901499433,1,Not Distracted
23608,201901499433,2,Not Distracted
23609,201901499474,1,Not Distracted
23610,201901499474,2,Not Distracted
23611,201901499704,1,Not Distracted
23612,201901499704,2,Not Distracted
23613,201901499713,1,Reported as Unknown if Distracted
23614,201901499713,2,Not Distracted
23615,201901499826,1,Not Distracted
23616,201901499826,2,Not Distracted
23617,201901499885,1,Not Reported
23618,201901499885,2,Not Distracted
23619,201901499956,1,Reported as Unknown if Distracted
23620,201901499956,2,Not Distracted
23621,201901499956,3,Not Distracted
23622,201901499957,1,"Inattention (Inattentive), Details Unknown"
23623,201901499957,2,Not Distracted
23624,201901499997,1,Not Distracted
23625,201901499997,2,Not Distracted
23626,201901500005,1,Not Distracted
23627,201901500005,2,Not Distracted
23628,201901500005,3,Not Distracted
23629,201901500026,1,Not Distracted
23630,201901500026,2,Not Distracted
23631,201901500056,1,Reported as Unknown if Distracted
23632,201901500056,2,Not Distracted
23633,201901500167,1,Not Distracted
23634,201901500167,2,Not Distracted
23635,201901500207,1,"Inattention (Inattentive), Details Unknown"
23636,201901500207,2,Not Distracted
23637,201901500229,1,Not Distracted
23638,201901500229,2,Not Distracted
23639,201901500235,1,Not Distracted
23640,201901500235,2,Not Distracted
23641,201901500249,1,Not Distracted
23642,201901500276,1,Not Distracted
23643,201901500276,2,Reported as Unknown if Distracted
23644,201901500304,1,Not Distracted
23645,201901500304,2,Not Distracted
23646,201901500314,1,Not Distracted
23647,201901500314,2,Reported as Unknown if Distracted
23648,201901500329,1,Not Distracted
23649,201901500329,2,Reported as Unknown if Distracted
23650,201901500371,1,Not Distracted
23651,201901500371,2,Not Distracted
23652,201901500382,1,Not Distracted
23653,201901500382,2,Not Distracted
23654,201901500409,1,"Inattention (Inattentive), Details Unknown"
23655,201901500409,2,Not Distracted
23656,201901500450,1,"Inattention (Inattentive), Details Unknown"
23657,201901500450,2,Not Distracted
23658,201901500450,3,Not Distracted
23659,201901500462,1,Not Reported
23660,201901500464,1,Not Reported
23661,201901500473,1,Not Reported
23662,201901500499,1,Not Distracted
23663,201901500499,2,Not Distracted
23664,201901500509,1,Not Distracted
23665,201901500509,2,Not Distracted
23666,201901500512,1,Not Reported
23667,201901500514,1,Not Reported
23668,201901500524,1,Reported as Unknown if Distracted
23669,201901500524,2,Not Distracted
23670,201901500524,3,Not Distracted
23671,201901500554,1,Not Distracted
23672,201901500554,2,Not Distracted
23673,201901500575,1,Reported as Unknown if Distracted
23674,201901500575,2,Not Distracted
23675,201901500583,1,Not Distracted
23676,201901500583,2,Not Distracted
23677,201901500604,1,"Inattention (Inattentive), Details Unknown"
23678,201901500604,2,Not Distracted
23679,201901500604,3,Not Distracted
23680,201901500604,4,Not Distracted
23681,201901500615,1,Not Reported
23682,201901500615,2,Not Distracted
23683,201901500632,1,Not Distracted
23684,201901500632,2,Not Distracted
23685,201901500632,3,Not Distracted
23686,201901500701,1,Reported as Unknown if Distracted
23687,201901500721,1,"Distraction (Distracted), Details Unknown"
23688,201901500721,2,Not Distracted
23689,201901500740,1,Not Distracted
23690,201901500740,2,Not Distracted
23691,201901500770,1,Not Reported
23692,201901500770,2,Not Reported
23693,201901500776,1,Not Reported
23694,201901500776,2,Not Reported
23695,201901500784,1,Not Reported
23696,201901500784,2,Not Reported
23697,201901500788,1,Distraction/Inattention
23698,201901500788,2,Not Reported
23699,201901500789,1,Not Reported
23700,201901500789,2,Not Reported
23701,201901500798,1,Not Reported
23702,201901500798,2,Not Reported
23703,201901500803,1,Not Reported
23704,201901500825,1,Not Reported
23705,201901500825,2,Not Reported
23706,201901500830,1,Not Reported
23707,201901500830,2,Not Reported
23708,201901500843,1,"Inattention (Inattentive), Details Unknown"
23709,201901500843,2,Not Reported
23710,201901500856,1,Not Reported
23711,201901500856,2,Eating or Drinking
23712,201901500866,1,Not Reported
23713,201901500866,2,Not Reported
23714,201901500871,1,"Distraction (Distracted), Details Unknown"
23715,201901500882,1,Not Reported
23716,201901500882,2,Not Reported
23717,201901500891,1,Not Reported
23718,201901500903,1,Not Reported
23719,201901500903,2,Not Distracted
23720,201901500910,1,Not Reported
23721,201901500910,2,Not Reported
23722,201901500912,1,Not Reported
23723,201901500912,2,Not Reported
23724,201901500917,1,Not Reported
23725,201901500917,2,Not Reported
23726,201901500919,1,Not Reported
23727,201901500921,1,Reported as Unknown if Distracted
23728,201901500921,2,Not Reported
23729,201901500940,1,Not Reported
23730,201901500940,2,Not Reported
23731,201901500963,1,Not Distracted
23732,201901500963,2,Not Distracted
23733,201901500982,1,Not Distracted
23734,201901500982,2,Not Distracted
23735,201901500993,1,"Inattention (Inattentive), Details Unknown"
23736,201901500993,2,Not Reported
23737,201901500994,1,Not Reported
23738,201901501007,1,Not Distracted
23739,201901501016,1,Not Distracted
23740,201901501016,2,Not Distracted
23741,201901501067,1,Not Reported
23742,201901501067,2,Not Reported
23743,201901501070,1,Not Distracted
23744,201901501070,2,Not Distracted
23745,201901501071,1,Not Reported
23746,201901501071,2,Not Reported
23747,201901501075,1,While Using or Reaching for Device/Object Brought into Vehicle
